uk_region,postcode,latitude,longitude,region,population,energy (kcal),delta (kcal),% fat,% carbohydrate,% protein
Scotland,AB10,57.13514,-2.11731,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB11,57.13875,-2.09089,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB12,57.101,-2.1106,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB13,57.10801,-2.23776,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB14,57.10076,-2.27073,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB15,57.13868,-2.16525,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB16,57.16115,-2.15543,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB21,57.2096,-2.20033,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB22,57.18724,-2.11913,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB23,57.21242,-2.08776,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB24,57.16284,-2.11228,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB25,57.15311,-2.11241,Aberdeen City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB30,56.84678,-2.47712,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB31,57.07479,-2.52623,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB32,57.15545,-2.31742,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB33,57.22464,-2.74203,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB34,57.09393,-2.81204,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB35,57.03829,-3.14869,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB36,57.19715,-3.06589,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB37,57.33098,-3.35051,Moray,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB38,57.48589,-3.2261,Moray,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB39,56.97778,-2.21718,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB41,57.37592,-2.10478,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB42,57.50079,-1.88819,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB43,57.65714,-2.04358,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB44,57.66877,-2.49122,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB45,57.65139,-2.56639,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB51,57.28907,-2.40485,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB52,57.34396,-2.60651,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB53,57.52537,-2.3941,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB54,57.45361,-2.76333,Aberdeenshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB55,57.5239,-2.99024,Moray,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,AB56,57.67442,-2.92559,Moray,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
East of England,AL1,51.74836,-0.32237,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,AL10,51.75958,-0.2292,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,AL2,51.72064,-0.33353,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,AL3,51.77781,-0.37057,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,AL4,51.77133,-0.29398,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,AL5,51.81622,-0.35177,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,AL6,51.83104,-0.19737,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,AL7,51.79669,-0.18569,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,AL8,51.80334,-0.20863,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,AL9,51.74472,-0.19791,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
West Midlands,B1,52.47872,-1.90723,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B10,52.46967,-1.8513,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B11,52.4544,-1.85871,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B12,52.45982,-1.88225,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B13,52.43644,-1.8779,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B14,52.41757,-1.88824,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B15,52.46615,-1.92345,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B16,52.47604,-1.93374,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B17,52.46077,-1.96026,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B18,52.49132,-1.92341,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B19,52.4967,-1.90425,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B2,52.47871,-1.89692,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B20,52.51379,-1.91747,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B21,52.50661,-1.93959,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B23,52.52812,-1.85405,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B24,52.51909,-1.82755,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B25,52.46513,-1.8204,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B26,52.46059,-1.78951,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B27,52.44446,-1.82196,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B28,52.4265,-1.84115,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B29,52.43739,-1.94704,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B3,52.48051,-1.90134,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B30,52.42209,-1.92794,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B31,52.40772,-1.97207,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B32,52.44819,-1.99264,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B33,52.48036,-1.78647,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B34,52.49564,-1.78051,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B35,52.51903,-1.78776,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B36,52.50373,-1.77899,Solihull,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B37,52.47847,-1.74083,Solihull,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B38,52.39962,-1.93385,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B4,52.48231,-1.89397,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B40,52.45865,-1.72181,Solihull,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B42,52.53357,-1.91154,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B43,52.54797,-1.92921,Sandwell,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B44,52.54523,-1.88349,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B45,52.38795,-2.00882,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B46,52.50803,-1.69351,Warwickshire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B47,52.38699,-1.8795,Worcestershire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B48,52.35557,-1.9486,Worcestershire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B49,52.21704,-1.86679,Warwickshire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B5,52.46972,-1.89547,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B50,52.16847,-1.85377,Warwickshire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B6,52.50388,-1.88508,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B60,52.3259,-2.04989,Worcestershire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B61,52.34477,-2.06753,Worcestershire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B62,52.45628,-2.03238,Dudley,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B63,52.45177,-2.06622,Dudley,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B64,52.47244,-2.06773,Sandwell,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B65,52.48325,-2.04271,Sandwell,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B66,52.49314,-1.96465,Sandwell,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B67,52.48595,-1.97644,Sandwell,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B68,52.47876,-2,Sandwell,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B69,52.50213,-2.02799,Sandwell,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B7,52.49307,-1.87185,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B70,52.52012,-2.00295,Sandwell,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B71,52.5354,-1.98968,Sandwell,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B72,52.55145,-1.82153,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B73,52.55238,-1.84217,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B74,52.58297,-1.8583,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B75,52.5784,-1.80813,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B76,52.5451,-1.78616,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B77,52.61855,-1.66762,Staffordshire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B78,52.60598,-1.67362,Staffordshire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B79,52.65005,-1.68069,Staffordshire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B8,52.49034,-1.84092,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B80,52.27641,-1.89593,Warwickshire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B9,52.47776,-1.84833,Birmingham,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B90,52.4004,-1.82361,Solihull,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B91,52.41382,-1.78238,Solihull,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B92,52.43628,-1.77345,Solihull,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B93,52.38048,-1.74288,Solihull,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B94,52.3509,-1.7915,Warwickshire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B95,52.28524,-1.78008,Warwickshire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B96,52.25217,-1.96044,Worcestershire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B97,52.29893,-1.95454,Worcestershire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
West Midlands,B98,52.3034,-1.91346,Worcestershire,5961929,1949.254225,300.745775,38.22712592,47.77122051,13.91886185
South West England,BA1,51.39109,-2.35934,Bath and North East Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA10,51.11291,-2.44576,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA11,51.23652,-2.32519,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA12,51.17117,-2.1874,Wiltshire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA13,51.26201,-2.17917,Wiltshire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA14,51.31863,-2.20092,Wiltshire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA15,51.35088,-2.26425,Wiltshire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA16,51.12489,-2.74313,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA2,51.35957,-2.37633,Bath and North East Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA20,50.93753,-2.64193,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA21,50.95107,-2.63358,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA22,50.96814,-2.63666,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA3,51.27468,-2.47313,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA4,51.17102,-2.53073,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA5,51.21266,-2.65291,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA6,51.14042,-2.70478,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA7,51.08833,-2.51835,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA8,50.99883,-2.41046,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BA9,51.05729,-2.40955,Somerset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
North West England,BB1,53.75625,-2.46265,Blackburn with Darwen,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB10,53.79919,-2.21865,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB11,53.78294,-2.25196,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB12,53.80353,-2.29005,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB18,53.91433,-2.17053,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB2,53.74171,-2.50039,Blackburn with Darwen,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB3,53.69781,-2.46503,Blackburn with Darwen,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB4,53.70376,-2.28936,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB5,53.75477,-2.37162,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB6,53.79238,-2.41598,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB7,53.87338,-2.38636,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB8,53.85771,-2.1627,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BB9,53.83695,-2.21429,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
Yorkshire and the Humber,BD1,53.79554,-1.75252,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD10,53.83143,-1.72496,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD11,53.75131,-1.67543,Kirklees,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD12,53.74611,-1.76039,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD13,53.78582,-1.85883,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD14,53.78217,-1.81635,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD15,53.80917,-1.83597,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD16,53.84871,-1.83278,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD17,53.84681,-1.76742,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD18,53.83154,-1.77662,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD19,53.72713,-1.712,Kirklees,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD2,53.81438,-1.73418,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD20,53.89646,-1.94673,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD21,53.86407,-1.90571,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD22,53.84522,-1.95288,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD23,53.99264,-2.05339,North Yorkshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD24,54.07773,-2.27361,North Yorkshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD3,53.79818,-1.72669,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD4,53.77569,-1.71773,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD5,53.77847,-1.75717,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD6,53.76414,-1.78305,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD7,53.78301,-1.78143,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD8,53.80099,-1.78134,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,BD9,53.81179,-1.78888,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
South West England,BH1,50.72427,-1.85973,Bournemouth,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH10,50.75847,-1.89082,Bournemouth,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH11,50.76119,-1.91634,Bournemouth,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH12,50.73692,-1.9263,Poole,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH13,50.70993,-1.91785,Poole,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH14,50.72164,-1.94333,Poole,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH15,50.72165,-1.98442,Poole,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH16,50.73783,-2.04394,Dorset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH17,50.74593,-1.97449,Poole,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH18,50.75853,-1.99291,Poole,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH19,50.61102,-1.9689,Dorset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH2,50.72159,-1.88099,Bournemouth,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH20,50.68648,-2.14582,Dorset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH21,50.81248,-1.97303,Dorset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH22,50.80524,-1.88787,Dorset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH23,50.74567,-1.75335,Dorset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South East England,BH24,50.84377,-1.78551,Hampshire,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BH25,50.75173,-1.65692,Hampshire,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South West England,BH3,50.73508,-1.87954,Bournemouth,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH31,50.87537,-1.87207,Dorset,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH4,50.72071,-1.89799,Bournemouth,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH5,50.72513,-1.83422,Bournemouth,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH6,50.72688,-1.80446,Bournemouth,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH7,50.73502,-1.83135,Bournemouth,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH8,50.74044,-1.85118,Bournemouth,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,BH9,50.74946,-1.871,Bournemouth,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
North West England,BL0,53.64526,-2.31468,Bury,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BL1,53.59002,-2.44421,Bolton,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BL2,53.58749,-2.39432,Bolton,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BL3,53.56489,-2.43186,Bolton,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BL4,53.54702,-2.39999,Bolton,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BL5,53.54928,-2.51473,Bolton,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BL6,53.59142,-2.53941,Bolton,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BL7,53.62965,-2.42194,Bolton,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BL8,53.60478,-2.32647,Bury,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,BL9,53.5914,-2.28557,Bury,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
South East England,BN1,50.839,-0.13786,Brighton and Hove,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN10,50.7953,0.00232,East Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN11,50.81288,-0.37599,West Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN12,50.81354,-0.42423,West Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN13,50.83037,-0.40521,West Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN14,50.83181,-0.37959,West Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN15,50.83013,-0.32426,West Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN16,50.81446,-0.49377,West Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN17,50.81408,-0.53495,West Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN18,50.84881,-0.57933,West Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN2,50.82405,-0.10296,Brighton and Hove,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN20,50.77449,0.25536,East Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN21,50.77228,0.27653,East Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN22,50.78832,0.2844,East Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN23,50.79764,0.31325,East Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN24,50.81618,0.3312,East Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN25,50.77633,0.10932,East Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN26,50.82098,0.22352,East Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,BN27,50.87146,0.2643,East Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
